 0.00000000e+00 -8.27604651e-12  0.00000000e+00 -4.36397585e-11  0.00000000e+00 -3.37112005e-11 
 1.13140000e-05 -8.27604651e-12  1.13140000e-05 -4.36397585e-11  1.13140000e-05 -3.37112005e-11 
 1.13640000e-05 -8.27604651e-12  1.13640000e-05 -4.36397585e-11  1.13640000e-05 -3.37112005e-11 
 1.14140000e-05 -8.27604651e-12  1.14140000e-05 -4.36397585e-11  1.14140000e-05 -3.37112005e-11 
 1.14640000e-05 -8.27604651e-12  1.14640000e-05 -4.36397585e-11  1.14640000e-05 -3.37112005e-11 
 1.15140000e-05 -8.27604651e-12  1.15140000e-05 -4.36397585e-11  1.15140000e-05 -3.37112005e-11 
 1.15640000e-05 -8.27604651e-12  1.15640000e-05 -4.36397585e-11  1.15640000e-05 -3.37112005e-11 
 1.16140000e-05 -8.27604651e-12  1.16140000e-05 -4.36397585e-11  1.16140000e-05 -3.37112005e-11 
 1.16640000e-05 -8.27604651e-12  1.16640000e-05 -4.36397585e-11  1.16640000e-05 -3.37112005e-11 
 1.17140000e-05 -8.27604651e-12  1.17140000e-05 -4.36397585e-11  1.17140000e-05 -3.37112005e-11 
 1.17640000e-05 -8.27604651e-12  1.17640000e-05 -4.36397585e-11  1.17640000e-05 -3.37112005e-11 
 1.18140000e-05 -8.27604651e-12  1.18140000e-05 -4.36397585e-11  1.18140000e-05 -3.37112005e-11 
 1.18640000e-05 -8.27604651e-12  1.18640000e-05 -4.36397585e-11  1.18640000e-05 -3.37112005e-11 
 1.19140000e-05 -8.27604651e-12  1.19140000e-05 -4.36397585e-11  1.19140000e-05 -3.37112005e-11 
 1.19640000e-05 -8.27604651e-12  1.19640000e-05 -4.36397585e-11  1.19640000e-05 -3.37112005e-11 
 1.20140000e-05 -8.27604651e-12  1.20140000e-05 -4.36397585e-11  1.20140000e-05 -3.37112005e-11 
 1.20640000e-05 -8.27604651e-12  1.20640000e-05 -4.36397585e-11  1.20640000e-05 -3.37112005e-11 
 1.21140000e-05 -8.27604651e-12  1.21140000e-05 -4.36397585e-11  1.21140000e-05 -3.37112005e-11 
 1.21640000e-05 -8.27604651e-12  1.21640000e-05 -4.36397585e-11  1.21640000e-05 -3.37112005e-11 
 1.22140000e-05 -8.27604651e-12  1.22140000e-05 -4.36397585e-11  1.22140000e-05 -3.37112005e-11 
 1.22640000e-05 -8.27604651e-12  1.22640000e-05 -4.36397585e-11  1.22640000e-05 -3.37112005e-11 
 1.23140000e-05 -8.27604651e-12  1.23140000e-05 -4.36397585e-11  1.23140000e-05 -3.37112005e-11 
 1.23640000e-05 -8.27604651e-12  1.23640000e-05 -4.36397585e-11  1.23640000e-05 -3.37112005e-11 
 1.24140000e-05 -8.27604651e-12  1.24140000e-05 -4.36397585e-11  1.24140000e-05 -3.37112005e-11 
 1.24640000e-05 -8.27604651e-12  1.24640000e-05 -4.36397585e-11  1.24640000e-05 -3.37112005e-11 
 1.25140000e-05 -8.27604651e-12  1.25140000e-05 -4.36397585e-11  1.25140000e-05 -3.37112005e-11 
 1.25640000e-05 -8.27604651e-12  1.25640000e-05 -4.36397585e-11  1.25640000e-05 -3.37112005e-11 
 1.26140000e-05 -8.27604651e-12  1.26140000e-05 -4.36397585e-11  1.26140000e-05 -3.37112005e-11 
 1.26640000e-05 -8.27604651e-12  1.26640000e-05 -4.36397585e-11  1.26640000e-05 -3.37112005e-11 
 1.27140000e-05 -8.27604651e-12  1.27140000e-05 -4.36397585e-11  1.27140000e-05 -3.37112005e-11 
 1.27640000e-05 -8.27604651e-12  1.27640000e-05 -4.36397585e-11  1.27640000e-05 -3.37112005e-11 
 1.28140000e-05 -8.27604651e-12  1.28140000e-05 -4.36397585e-11  1.28140000e-05 -3.37112005e-11 
 1.28640000e-05 -8.27604651e-12  1.28640000e-05 -4.36397585e-11  1.28640000e-05 -3.37112005e-11 
 1.29140000e-05 -8.27604651e-12  1.29140000e-05 -4.36397585e-11  1.29140000e-05 -3.37112005e-11 
 1.29640000e-05 -8.27604651e-12  1.29640000e-05 -4.36397585e-11  1.29640000e-05 -3.37112005e-11 
 1.30140000e-05 -8.27604651e-12  1.30140000e-05 -4.36397585e-11  1.30140000e-05 -3.37112005e-11 
 1.30640000e-05 -8.27604651e-12  1.30640000e-05 -4.36397585e-11  1.30640000e-05 -3.37112005e-11 
 1.31140000e-05 -8.27604651e-12  1.31140000e-05 -4.36397585e-11  1.31140000e-05 -3.37112005e-11 
 1.31640000e-05 -8.27604651e-12  1.31640000e-05 -4.36397585e-11  1.31640000e-05 -3.37112005e-11 
 1.32140000e-05 -8.27604651e-12  1.32140000e-05 -4.36397585e-11  1.32140000e-05 -3.37112005e-11 
 1.32640000e-05 -8.27604651e-12  1.32640000e-05 -4.36397585e-11  1.32640000e-05 -3.37112005e-11 
 1.33140000e-05 -8.27604651e-12  1.33140000e-05 -4.36397585e-11  1.33140000e-05 -3.37112005e-11 
 1.33640000e-05 -8.27604651e-12  1.33640000e-05 -4.36397585e-11  1.33640000e-05 -3.37112005e-11 
 1.34140000e-05 -8.27604651e-12  1.34140000e-05 -4.36397585e-11  1.34140000e-05 -3.37112005e-11 
 1.34640000e-05 -8.27604651e-12  1.34640000e-05 -4.36397585e-11  1.34640000e-05 -3.37112005e-11 
 1.35140000e-05 -8.27604651e-12  1.35140000e-05 -4.36397585e-11  1.35140000e-05 -3.37112005e-11 
 1.35640000e-05 -8.27604651e-12  1.35640000e-05 -4.36397585e-11  1.35640000e-05 -3.37112005e-11 
 1.36140000e-05 -8.27604651e-12  1.36140000e-05 -4.36397585e-11  1.36140000e-05 -3.37112005e-11 
 1.36640000e-05 -8.27604651e-12  1.36640000e-05 -4.36397585e-11  1.36640000e-05 -3.37112005e-11 
 1.37140000e-05 -8.27604651e-12  1.37140000e-05 -4.36397585e-11  1.37140000e-05 -3.37112005e-11 
 1.37640000e-05 -8.27604651e-12  1.37640000e-05 -4.36397585e-11  1.37640000e-05 -3.37112005e-11 
 1.38140000e-05 -8.27604651e-12  1.38140000e-05 -4.36397585e-11  1.38140000e-05 -3.37112005e-11 
 1.38640000e-05 -8.27604651e-12  1.38640000e-05 -4.36397585e-11  1.38640000e-05 -3.37112005e-11 
 1.39140000e-05 -8.27604651e-12  1.39140000e-05 -4.36397585e-11  1.39140000e-05 -3.37112005e-11 
 1.39640000e-05 -8.27604651e-12  1.39640000e-05 -4.36397585e-11  1.39640000e-05 -3.37112005e-11 
 1.40140000e-05 -8.27604651e-12  1.40140000e-05 -4.36397585e-11  1.40140000e-05 -3.37112005e-11 
 1.40640000e-05 -8.27604651e-12  1.40640000e-05 -4.36397585e-11  1.40640000e-05 -3.37112005e-11 
 1.41140000e-05 -8.27604651e-12  1.41140000e-05 -4.36397585e-11  1.41140000e-05 -3.37112005e-11 
 1.41640000e-05 -8.27604651e-12  1.41640000e-05 -4.36397585e-11  1.41640000e-05 -3.37112005e-11 
 1.42140000e-05 -8.27604651e-12  1.42140000e-05 -4.36397585e-11  1.42140000e-05 -3.37112005e-11 
 1.42640000e-05 -8.27604651e-12  1.42640000e-05 -4.36397585e-11  1.42640000e-05 -3.37112005e-11 
 1.43140000e-05 -8.27604651e-12  1.43140000e-05 -4.36397585e-11  1.43140000e-05 -3.37112005e-11 
 1.43640000e-05 -8.27604651e-12  1.43640000e-05 -4.36397585e-11  1.43640000e-05 -3.37112005e-11 
 1.44140000e-05 -8.27604651e-12  1.44140000e-05 -4.36397585e-11  1.44140000e-05 -3.37112005e-11 
 1.44640000e-05 -8.27604651e-12  1.44640000e-05 -4.36397585e-11  1.44640000e-05 -3.37112005e-11 
 1.45140000e-05 -8.27604651e-12  1.45140000e-05 -4.36397585e-11  1.45140000e-05 -3.37112005e-11 
 1.45640000e-05 -8.27604651e-12  1.45640000e-05 -4.36397585e-11  1.45640000e-05 -3.37112005e-11 
 1.46140000e-05 -8.27604651e-12  1.46140000e-05 -4.36397585e-11  1.46140000e-05 -3.37112005e-11 
 1.46640000e-05 -8.27604651e-12  1.46640000e-05 -4.36397585e-11  1.46640000e-05 -3.37112005e-11 
 1.47140000e-05 -8.27604651e-12  1.47140000e-05 -4.36397585e-11  1.47140000e-05 -3.37112005e-11 
 1.47640000e-05 -8.27604651e-12  1.47640000e-05 -4.36397585e-11  1.47640000e-05 -3.37112005e-11 
 1.48140000e-05 -8.27604651e-12  1.48140000e-05 -4.36397585e-11  1.48140000e-05 -3.37112005e-11 
 1.48640000e-05 -8.27604651e-12  1.48640000e-05 -4.36397585e-11  1.48640000e-05 -3.37112005e-11 
 1.49140000e-05 -8.27604651e-12  1.49140000e-05 -4.36397585e-11  1.49140000e-05 -3.37112005e-11 
 1.49640000e-05 -8.27604651e-12  1.49640000e-05 -4.36397585e-11  1.49640000e-05 -3.37112005e-11 
 1.50140000e-05 -8.27604651e-12  1.50140000e-05 -4.36397585e-11  1.50140000e-05 -3.37112005e-11 
 1.50640000e-05 -8.27604651e-12  1.50640000e-05 -4.36397585e-11  1.50640000e-05 -3.37112005e-11 
 1.51140000e-05 -8.27604651e-12  1.51140000e-05 -4.36397585e-11  1.51140000e-05 -3.37112005e-11 
 1.51640000e-05 -8.27604651e-12  1.51640000e-05 -4.36397585e-11  1.51640000e-05 -3.37112005e-11 
 1.52140000e-05 -8.27604651e-12  1.52140000e-05 -4.36397585e-11  1.52140000e-05 -3.37112005e-11 
 1.52640000e-05 -8.27604651e-12  1.52640000e-05 -4.36397585e-11  1.52640000e-05 -3.37112005e-11 
 1.53140000e-05 -8.27604651e-12  1.53140000e-05 -4.36397585e-11  1.53140000e-05 -3.37112005e-11 
 1.53640000e-05 -8.27604651e-12  1.53640000e-05 -4.36397585e-11  1.53640000e-05 -3.37112005e-11 
 1.54140000e-05 -8.27604651e-12  1.54140000e-05 -4.36397585e-11  1.54140000e-05 -3.37112005e-11 
 1.54640000e-05 -8.27604651e-12  1.54640000e-05 -4.36397585e-11  1.54640000e-05 -3.37112005e-11 
 1.55140000e-05 -8.27604651e-12  1.55140000e-05 -4.36397585e-11  1.55140000e-05 -3.37112005e-11 
 1.55640000e-05 -8.27604651e-12  1.55640000e-05 -4.36397585e-11  1.55640000e-05 -3.37112005e-11 
 1.56140000e-05 -8.27604651e-12  1.56140000e-05 -4.36397585e-11  1.56140000e-05 -3.37112005e-11 
 1.56640000e-05 -8.27604651e-12  1.56640000e-05 -4.36397585e-11  1.56640000e-05 -3.37112005e-11 
 1.57140000e-05 -8.27604651e-12  1.57140000e-05 -4.36397585e-11  1.57140000e-05 -3.37112005e-11 
 1.57640000e-05 -8.27604651e-12  1.57640000e-05 -4.36397585e-11  1.57640000e-05 -3.37112005e-11 
 1.58140000e-05 -8.27604651e-12  1.58140000e-05 -4.36397585e-11  1.58140000e-05 -3.37112005e-11 
 1.58640000e-05 -8.27604651e-12  1.58640000e-05 -4.36397585e-11  1.58640000e-05 -3.37112005e-11 
 1.59140000e-05 -8.27604651e-12  1.59140000e-05 -4.36397585e-11  1.59140000e-05 -3.37112005e-11 
 1.59640000e-05 -8.27604651e-12  1.59640000e-05 -4.36397585e-11  1.59640000e-05 -3.37112005e-11 
 1.60140000e-05 -8.27604651e-12  1.60140000e-05 -4.36397585e-11  1.60140000e-05 -3.37112005e-11 
 1.60640000e-05 -8.27604651e-12  1.60640000e-05 -4.36397585e-11  1.60640000e-05 -3.37112005e-11 
 1.61140000e-05 -8.27604651e-12  1.61140000e-05 -4.36397585e-11  1.61140000e-05 -3.37112005e-11 
 1.61640000e-05 -8.27604651e-12  1.61640000e-05 -4.36397585e-11  1.61640000e-05 -3.37112005e-11 
 1.62140000e-05 -8.27604651e-12  1.62140000e-05 -4.36397585e-11  1.62140000e-05 -3.37112005e-11 
 1.62640000e-05 -8.27604651e-12  1.62640000e-05 -4.36397585e-11  1.62640000e-05 -3.37112005e-11 
 1.63140000e-05 -8.27604651e-12  1.63140000e-05 -4.36397585e-11  1.63140000e-05 -3.37112005e-11 
 1.63640000e-05 -8.27604651e-12  1.63640000e-05 -4.36397585e-11  1.63640000e-05 -3.37112005e-11 
 1.64140000e-05 -8.27604651e-12  1.64140000e-05 -4.36397585e-11  1.64140000e-05 -3.37112005e-11 
 1.64640000e-05 -8.27604651e-12  1.64640000e-05 -4.36397585e-11  1.64640000e-05 -3.37112005e-11 
 1.65140000e-05 -8.27604651e-12  1.65140000e-05 -4.36397585e-11  1.65140000e-05 -3.37112005e-11 
 1.65640000e-05 -8.27604651e-12  1.65640000e-05 -4.36397585e-11  1.65640000e-05 -3.37112005e-11 
 1.66140000e-05 -8.27604651e-12  1.66140000e-05 -4.36397585e-11  1.66140000e-05 -3.37112005e-11 
 1.66640000e-05 -8.27604651e-12  1.66640000e-05 -4.36397585e-11  1.66640000e-05 -3.37112005e-11 
 1.67140000e-05 -8.27604651e-12  1.67140000e-05 -4.36397585e-11  1.67140000e-05 -3.37112005e-11 
 1.67640000e-05 -8.27604651e-12  1.67640000e-05 -4.36397585e-11  1.67640000e-05 -3.37112005e-11 
 1.68140000e-05 -8.27604651e-12  1.68140000e-05 -4.36397585e-11  1.68140000e-05 -3.37112005e-11 
 1.68640000e-05 -8.27604651e-12  1.68640000e-05 -4.36397585e-11  1.68640000e-05 -3.37112005e-11 
 1.69140000e-05 -8.27604651e-12  1.69140000e-05 -4.36397585e-11  1.69140000e-05 -3.37112005e-11 
 1.69640000e-05 -8.27604651e-12  1.69640000e-05 -4.36397585e-11  1.69640000e-05 -3.37112005e-11 
 1.70140000e-05 -8.27604651e-12  1.70140000e-05 -4.36397585e-11  1.70140000e-05 -3.37112005e-11 
 1.70640000e-05 -8.27604651e-12  1.70640000e-05 -4.36397585e-11  1.70640000e-05 -3.37112005e-11 
 1.71140000e-05 -8.27604651e-12  1.71140000e-05 -4.36397585e-11  1.71140000e-05 -3.37112005e-11 
 1.71640000e-05 -8.27604651e-12  1.71640000e-05 -4.36397585e-11  1.71640000e-05 -3.37112005e-11 
 1.72140000e-05 -8.27604651e-12  1.72140000e-05 -4.36397585e-11  1.72140000e-05 -3.37112005e-11 
 1.72640000e-05 -8.27604651e-12  1.72640000e-05 -4.36397585e-11  1.72640000e-05 -3.37112005e-11 
 1.73140000e-05 -8.27604651e-12  1.73140000e-05 -4.36397585e-11  1.73140000e-05 -3.37112005e-11 
 1.73640000e-05 -8.27604651e-12  1.73640000e-05 -4.36397585e-11  1.73640000e-05 -3.37112005e-11 
 1.74140000e-05 -8.27604651e-12  1.74140000e-05 -4.36397585e-11  1.74140000e-05 -3.37112005e-11 
 1.74640000e-05 -8.27604651e-12  1.74640000e-05 -4.36397585e-11  1.74640000e-05 -3.37112005e-11 
 1.75140000e-05 -8.27604651e-12  1.75140000e-05 -4.36397585e-11  1.75140000e-05 -3.37112005e-11 
 1.75640000e-05 -8.27604651e-12  1.75640000e-05 -4.36397585e-11  1.75640000e-05 -3.37112005e-11 
 1.76140000e-05 -8.27604651e-12  1.76140000e-05 -4.36397585e-11  1.76140000e-05 -3.37112005e-11 
 1.76640000e-05 -8.27604651e-12  1.76640000e-05 -4.36397585e-11  1.76640000e-05 -3.37112005e-11 
 1.77140000e-05 -8.27604651e-12  1.77140000e-05 -4.36397585e-11  1.77140000e-05 -3.37112005e-11 
 1.77640000e-05 -8.27604651e-12  1.77640000e-05 -4.36397585e-11  1.77640000e-05 -3.37112005e-11 
 1.78140000e-05 -8.27604651e-12  1.78140000e-05 -4.36397585e-11  1.78140000e-05 -3.37112005e-11 
 1.78640000e-05 -8.27604651e-12  1.78640000e-05 -4.36397585e-11  1.78640000e-05 -3.37112005e-11 
 1.79140000e-05 -8.27604651e-12  1.79140000e-05 -4.36397585e-11  1.79140000e-05 -3.37112005e-11 
 1.79640000e-05 -8.27604651e-12  1.79640000e-05 -4.36397585e-11  1.79640000e-05 -3.37112005e-11 
 1.80140000e-05 -8.27604651e-12  1.80140000e-05 -4.36397585e-11  1.80140000e-05 -3.37112005e-11 
 1.80640000e-05 -8.27604651e-12  1.80640000e-05 -4.36397585e-11  1.80640000e-05 -3.37112005e-11 
 1.81140000e-05 -8.27604651e-12  1.81140000e-05 -4.36397585e-11  1.81140000e-05 -3.37112005e-11 
 1.81640000e-05 -8.27604651e-12  1.81640000e-05 -4.36397585e-11  1.81640000e-05 -3.37112005e-11 
 1.82140000e-05 -8.27604651e-12  1.82140000e-05 -4.36397585e-11  1.82140000e-05 -3.37112005e-11 
 1.82640000e-05 -8.27604651e-12  1.82640000e-05 -4.36397585e-11  1.82640000e-05 -3.37112005e-11 
 1.83140000e-05 -8.27604651e-12  1.83140000e-05 -4.36397585e-11  1.83140000e-05 -3.37112005e-11 
 1.83640000e-05 -8.27604651e-12  1.83640000e-05 -4.36397585e-11  1.83640000e-05 -3.37112005e-11 
 1.84140000e-05 -8.27604651e-12  1.84140000e-05 -4.36397585e-11  1.84140000e-05 -3.37112005e-11 
 1.84640000e-05 -8.27604651e-12  1.84640000e-05 -4.36397585e-11  1.84640000e-05 -3.37112005e-11 
 1.85140000e-05 -8.27604651e-12  1.85140000e-05 -4.36397585e-11  1.85140000e-05 -3.37112005e-11 
 1.85640000e-05 -8.27604651e-12  1.85640000e-05 -4.36397585e-11  1.85640000e-05 -3.37112005e-11 
 1.86140000e-05 -8.27604651e-12  1.86140000e-05 -4.36397585e-11  1.86140000e-05 -3.37112005e-11 
 1.86640000e-05 -8.27604651e-12  1.86640000e-05 -4.36397585e-11  1.86640000e-05 -3.37112005e-11 
 1.87140000e-05 -8.27604651e-12  1.87140000e-05 -4.36397585e-11  1.87140000e-05 -3.37112005e-11 
 1.87640000e-05 -8.27604651e-12  1.87640000e-05 -4.36397585e-11  1.87640000e-05 -3.37112005e-11 
 1.88140000e-05 -8.27604651e-12  1.88140000e-05 -4.36397585e-11  1.88140000e-05 -3.37112005e-11 
 1.88640000e-05 -8.27604651e-12  1.88640000e-05 -4.36397585e-11  1.88640000e-05 -3.37112005e-11 
 1.89140000e-05 -8.27604651e-12  1.89140000e-05 -4.36397585e-11  1.89140000e-05 -3.37112005e-11 
 1.89640000e-05 -8.27604651e-12  1.89640000e-05 -4.36397585e-11  1.89640000e-05 -3.37112005e-11 
 1.90140000e-05 -8.27604651e-12  1.90140000e-05 -4.36397585e-11  1.90140000e-05 -3.37112005e-11 
 1.90640000e-05 -8.27604651e-12  1.90640000e-05 -4.36397585e-11  1.90640000e-05 -3.37112005e-11 
 1.91140000e-05 -8.27604651e-12  1.91140000e-05 -4.36397585e-11  1.91140000e-05 -3.37112005e-11 
 1.91640000e-05 -8.27604651e-12  1.91640000e-05 -4.36397585e-11  1.91640000e-05 -3.37112005e-11 
 1.92140000e-05 -8.27604651e-12  1.92140000e-05 -4.36397585e-11  1.92140000e-05 -3.37112005e-11 
 1.92640000e-05 -8.27604651e-12  1.92640000e-05 -4.36397585e-11  1.92640000e-05 -3.37112005e-11 
 1.93140000e-05 -8.27604651e-12  1.93140000e-05 -4.36397585e-11  1.93140000e-05 -3.37112005e-11 
 1.93640000e-05 -8.27604651e-12  1.93640000e-05 -4.36397585e-11  1.93640000e-05 -3.37112005e-11 
 1.94140000e-05 -8.27604651e-12  1.94140000e-05 -4.36397585e-11  1.94140000e-05 -3.37112005e-11 
 1.94640000e-05 -8.27604651e-12  1.94640000e-05 -4.36397585e-11  1.94640000e-05 -3.37112005e-11 
 1.95140000e-05 -8.27604651e-12  1.95140000e-05 -4.36397585e-11  1.95140000e-05 -3.37112005e-11 
 1.95640000e-05 -8.27604651e-12  1.95640000e-05 -4.36397585e-11  1.95640000e-05 -3.37112005e-11 
 1.96140000e-05 -8.27604651e-12  1.96140000e-05 -4.36397585e-11  1.96140000e-05 -3.37112005e-11 
 1.96640000e-05 -8.27604651e-12  1.96640000e-05 -4.36397585e-11  1.96640000e-05 -3.37112005e-11 
 1.97140000e-05 -8.27604651e-12  1.97140000e-05 -4.36397585e-11  1.97140000e-05 -3.37112005e-11 
 1.97640000e-05 -8.27604651e-12  1.97640000e-05 -4.36397585e-11  1.97640000e-05 -3.37112005e-11 
 1.98140000e-05 -8.27604651e-12  1.98140000e-05 -4.36397585e-11  1.98140000e-05 -3.37112005e-11 
 1.98640000e-05 -8.27604651e-12  1.98640000e-05 -4.36397585e-11  1.98640000e-05 -3.37112005e-11 
 1.99140000e-05 -8.27604651e-12  1.99140000e-05 -4.36397585e-11  1.99140000e-05 -3.37112005e-11 
 1.99640000e-05 -8.27604651e-12  1.99640000e-05 -4.36397585e-11  1.99640000e-05 -3.37112005e-11 
 2.00140000e-05 -8.27604651e-12  2.00140000e-05 -4.36397585e-11  2.00140000e-05 -3.37112005e-11 
 2.00640000e-05 -8.27604651e-12  2.00640000e-05 -4.36397585e-11  2.00640000e-05 -3.37112005e-11 
 2.01140000e-05 -8.27604651e-12  2.01140000e-05 -4.36397585e-11  2.01140000e-05 -3.37112005e-11 
 2.01640000e-05 -8.27604651e-12  2.01640000e-05 -4.36397585e-11  2.01640000e-05 -3.37112005e-11 
 2.02140000e-05 -8.27604651e-12  2.02140000e-05 -4.36397585e-11  2.02140000e-05 -3.37112005e-11 
 2.02640000e-05 -8.27604651e-12  2.02640000e-05 -4.36397585e-11  2.02640000e-05 -3.37112005e-11 
 2.03140000e-05 -8.27604651e-12  2.03140000e-05 -4.36397585e-11  2.03140000e-05 -3.37112005e-11 
 2.03640000e-05 -8.27604651e-12  2.03640000e-05 -4.36397585e-11  2.03640000e-05 -3.37112005e-11 
 2.04140000e-05 -8.27604651e-12  2.04140000e-05 -4.36397585e-11  2.04140000e-05 -3.37112005e-11 
 2.04640000e-05 -8.27604651e-12  2.04640000e-05 -4.36397585e-11  2.04640000e-05 -3.37112005e-11 
 2.05140000e-05 -8.27604651e-12  2.05140000e-05 -4.36397585e-11  2.05140000e-05 -3.37112005e-11 
 2.05640000e-05 -8.27604651e-12  2.05640000e-05 -4.36397585e-11  2.05640000e-05 -3.37112005e-11 
 2.06140000e-05 -8.27604651e-12  2.06140000e-05 -4.36397585e-11  2.06140000e-05 -3.37112005e-11 
 2.06640000e-05 -8.27604651e-12  2.06640000e-05 -4.36397585e-11  2.06640000e-05 -3.37112005e-11 
 2.07140000e-05 -8.27604651e-12  2.07140000e-05 -4.36397585e-11  2.07140000e-05 -3.37112005e-11 
 2.07640000e-05 -8.27604651e-12  2.07640000e-05 -4.36397585e-11  2.07640000e-05 -3.37112005e-11 
 2.08140000e-05 -8.27604651e-12  2.08140000e-05 -4.36397585e-11  2.08140000e-05 -3.37112005e-11 
 2.08640000e-05 -8.27604651e-12  2.08640000e-05 -4.36397585e-11  2.08640000e-05 -3.37112005e-11 
 2.09140000e-05 -8.27604651e-12  2.09140000e-05 -4.36397585e-11  2.09140000e-05 -3.37112005e-11 
 2.09640000e-05 -8.27604651e-12  2.09640000e-05 -4.36397585e-11  2.09640000e-05 -3.37112005e-11 
 2.10140000e-05 -8.27604651e-12  2.10140000e-05 -4.36397585e-11  2.10140000e-05 -3.37112005e-11 
 2.10640000e-05 -8.27604651e-12  2.10640000e-05 -4.36397585e-11  2.10640000e-05 -3.37112005e-11 
 2.11140000e-05 -8.27604651e-12  2.11140000e-05 -4.36397585e-11  2.11140000e-05 -3.37112005e-11 
 2.11640000e-05 -8.27604651e-12  2.11640000e-05 -4.36397585e-11  2.11640000e-05 -3.37112005e-11 
 2.12140000e-05 -8.27604651e-12  2.12140000e-05 -4.36397585e-11  2.12140000e-05 -3.37112005e-11 
 2.12640000e-05 -8.27604651e-12  2.12640000e-05 -4.36397585e-11  2.12640000e-05 -3.37112005e-11 
 2.13140000e-05 -8.27604651e-12  2.13140000e-05 -4.36397585e-11  2.13140000e-05 -3.37112005e-11 
 2.13640000e-05 -8.27604651e-12  2.13640000e-05 -4.36397585e-11  2.13640000e-05 -3.37112005e-11 
 2.14140000e-05 -8.27604651e-12  2.14140000e-05 -4.36397585e-11  2.14140000e-05 -3.37112005e-11 
 2.14640000e-05 -8.27604651e-12  2.14640000e-05 -4.36397585e-11  2.14640000e-05 -3.37112005e-11 
 2.15140000e-05 -8.27604651e-12  2.15140000e-05 -4.36397585e-11  2.15140000e-05 -3.37112005e-11 
 2.15640000e-05 -8.27604651e-12  2.15640000e-05 -4.36397585e-11  2.15640000e-05 -3.37112005e-11 
 2.16140000e-05 -8.27604651e-12  2.16140000e-05 -4.36397585e-11  2.16140000e-05 -3.37112005e-11 
 2.16640000e-05 -8.27604651e-12  2.16640000e-05 -4.36397585e-11  2.16640000e-05 -3.37112005e-11 
 2.17140000e-05 -8.27604651e-12  2.17140000e-05 -4.36397585e-11  2.17140000e-05 -3.37112005e-11 
 2.17640000e-05 -8.27604651e-12  2.17640000e-05 -4.36397585e-11  2.17640000e-05 -3.37112005e-11 
 2.18140000e-05 -8.27604651e-12  2.18140000e-05 -4.36397585e-11  2.18140000e-05 -3.37112005e-11 
 2.18640000e-05 -8.27604651e-12  2.18640000e-05 -4.36397585e-11  2.18640000e-05 -3.37112005e-11 
 2.19140000e-05 -8.27604651e-12  2.19140000e-05 -4.36397585e-11  2.19140000e-05 -3.37112005e-11 
 2.19640000e-05 -8.27604651e-12  2.19640000e-05 -4.36397585e-11  2.19640000e-05 -3.37112005e-11 
 2.20140000e-05 -8.27604651e-12  2.20140000e-05 -4.36397585e-11  2.20140000e-05 -3.37112005e-11 
 2.20640000e-05 -8.27604651e-12  2.20640000e-05 -4.36397585e-11  2.20640000e-05 -3.37112005e-11 
 2.21140000e-05 -8.27604651e-12  2.21140000e-05 -4.36397585e-11  2.21140000e-05 -3.37112005e-11 
 2.21640000e-05 -8.27604651e-12  2.21640000e-05 -4.36397585e-11  2.21640000e-05 -3.37112005e-11 
 2.22140000e-05 -8.27604651e-12  2.22140000e-05 -4.36397585e-11  2.22140000e-05 -3.37112005e-11 
 2.22640000e-05 -8.27604651e-12  2.22640000e-05 -4.36397585e-11  2.22640000e-05 -3.37112005e-11 
 2.23140000e-05 -8.27604651e-12  2.23140000e-05 -4.36397585e-11  2.23140000e-05 -3.37112005e-11 
 2.23640000e-05 -8.27604651e-12  2.23640000e-05 -4.36397585e-11  2.23640000e-05 -3.37112005e-11 
 2.24140000e-05 -8.27604651e-12  2.24140000e-05 -4.36397585e-11  2.24140000e-05 -3.37112005e-11 
 2.24640000e-05 -8.27604651e-12  2.24640000e-05 -4.36397585e-11  2.24640000e-05 -3.37112005e-11 
 2.25140000e-05 -8.27604651e-12  2.25140000e-05 -4.36397585e-11  2.25140000e-05 -3.37112005e-11 
 2.25640000e-05 -8.27604651e-12  2.25640000e-05 -4.36397585e-11  2.25640000e-05 -3.37112005e-11 
 2.26140000e-05 -8.27604651e-12  2.26140000e-05 -4.36397585e-11  2.26140000e-05 -3.37112005e-11 
 2.26640000e-05 -8.27604651e-12  2.26640000e-05 -4.36397585e-11  2.26640000e-05 -3.37112005e-11 
 2.27140000e-05 -8.27604651e-12  2.27140000e-05 -4.36397585e-11  2.27140000e-05 -3.37112005e-11 
 2.27640000e-05 -8.27604651e-12  2.27640000e-05 -4.36397585e-11  2.27640000e-05 -3.37112005e-11 
 2.28140000e-05 -8.27604651e-12  2.28140000e-05 -4.36397585e-11  2.28140000e-05 -3.37112005e-11 
